Description,Genre,IMLink,MovieName,Movie_link,Rating,Year,_id,id
Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.,"[""Action"",""Crime"",""Thriller""]","https://m.media-amazon.com/images/M/MV5BMTUxNTk5MTE0OF5BMl5BanBnXkFtZTcwMjA2NzY3NA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Fast & Furious 5,https://www.imdb.com/title/tt1596343/?ref_=ttls_li_tt,7.3,-2011,6421971c32839ec2cd26dea8,51
"After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN""s elite graduates on a mission that demands the ultimate sacrifice from those chosen to fly it.","[""Action"",""Drama""]","https://m.media-amazon.com/images/M/MV5BZWYzOGEwNTgtNWU3NS00ZTQ0LWJkODUtMmVhMjIwMjA1ZmQwXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_UX67_CR0,0,67,98_AL_.jpg",Top Gun: Maverick,https://www.imdb.com/title/tt1745960/?ref_=adv_li_tt,8.3,-2022,6421971c32839ec2cd26dea9,52
"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort""s dark past.","[""Action"",""Drama"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BNzU3NDg4NTAyNV5BMl5BanBnXkFtZTcwOTg2ODg1Mg@@._V1_UX140_CR0,0,140,209_AL_.jpg",Harry Potter and the Half-Blood Prince,https://www.imdb.com/title/tt0417741/?ref_=ttls_li_tt,7.6,-2009,6421971c32839ec2cd26deaa,53
"A historical epic inspired by true events that took place in The Kingdom of Dahomey, one of the most powerful states of Africa in the 18th and 19th centuries.","[""Action"",""Drama"",""History""]","https://m.media-amazon.com/images/M/MV5BY2I4MDIwYWUtOWMxNC00ZTIzLWE3OGYtOWUyMmIwZGE2NjU4XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_UY98_CR5,0,67,98_AL_.jpg",The Woman King,https://www.imdb.com/title/tt8093700/?ref_=adv_li_tt,6.8,-2022,6421971c32839ec2cd26deab,54
"Young Blade Runner K""s discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who""s been missing for thirty years.","[""Action"",""Drama"",""Mystery""]","https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_UY209_CR0,0,140,209_AL_.jpg",Blade Runner 2049,https://www.imdb.com/title/tt1856101/?ref_=ttls_li_tt,8,-2017,6421971c32839ec2cd26deac,55
"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.","[""Action"",""Drama"",""Mystery""]","https://m.media-amazon.com/images/M/MV5BY2IzNGNiODgtOWYzOS00OTI0LTgxZTUtOTA5OTQ5YmI3NGUzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX140_CR0,0,140,209_AL_.jpg",Watchmen,https://www.imdb.com/title/tt0409459/?ref_=ttls_li_tt,7.6,-2009,6421971c32839ec2cd26dead,56
"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.","[""Action"",""Drama"",""Sci-Fi""]","https://m.media-amazon.com/images/M/MV5BYTE1ZTBlYzgtNmMyNS00ZTQ2LWE4NjEtZjUxNDJkNTg2MzlhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY209_CR0,0,140,209_AL_.jpg",I Am Legend,https://www.imdb.com/title/tt0480249/?ref_=ttls_li_tt,7.2,-2007,6421971c32839ec2cd26deae,57
"In 2027, in a chaotic world in which women have somehow become infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.","[""Action"",""Drama"",""Sci-Fi""]","https://m.media-amazon.com/images/M/MV5BZjUzY2ZhZDAtZDRlNS00MzEzLTliZjItMzMyYzM2OTdkZGJjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg",Children of Men,https://www.imdb.com/title/tt0206634/?ref_=ttls_li_tt,7.9,-2006,6421971c32839ec2cd26deaf,58
"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.","[""Action"",""Drama"",""Sport""]","https://m.media-amazon.com/images/M/MV5BNmZkYjQzY2QtNjdkNC00YjkzLTk5NjUtY2MyNDNiYTBhN2M2XkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_UX67_CR0,0,67,98_AL_.jpg",Creed II,https://www.imdb.com/title/tt6343314/?ref_=adv_li_tt,7.6,-2015,6421971c32839ec2cd26deb0,59
"A young German soldier""""s terrifying experiences and distress on the western front during World War I.","[""Action"",""Drama"",""War""]","https://m.media-amazon.com/images/M/MV5BMzM4ZDJhYjYtZGY5Ny00NTk0LWI4ZTYtNjczZDFiMGI2ZjEzXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",All Quiet on the Western Front,https://www.imdb.com/title/tt1016150/?ref_=adv_li_tt,7.8,-2022,6421971c32839ec2cd26deb1,60
"Epic drama set thousands of years before the events of J.R.R. Tolkien""s ""The Hobbit"" and ""The Lord of the Rings"" follows an ensemble cast of characters, both familiar and new, as they confront the long-feared re-emergence of evil to Middle-earth.","[""Action"",""Fantasy"",""Drama""]","https://m.media-amazon.com/images/M/MV5BNTg3NjcxYzgtYjljNC00Y2I2LWE3YmMtOTliZTkwYTE1MmZiXkEyXkFqcGdeQXVyNTY4NDc5MDE@._V1_UY209_CR13,0,140,209_AL_.jpg",The Lord of the Rings: The Rings of Power,https://www.imdb.com/title/tt7631058/?ref_=ttls_li_tt,6.9,-2022,6421971c32839ec2cd26deb2,61
"Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.","[""Action"",""Fantasy"",""Drama""]","https://m.media-amazon.com/images/M/MV5BN2FiOWU4YzYtMzZiOS00MzcyLTlkOGEtOTgwZmEwMzAxMzA3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",The Witcher,https://www.imdb.com/title/tt5180504/?ref_=ttls_li_tt,8.1,-2019,6421971c32839ec2cd26deb3,62
A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,"[""Action"",""Fantasy"",""Drama""]","https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR0,0,140,209_AL_.jpg",The Lord of the Rings: The Fellowship of the Ring,https://www.imdb.com/title/tt0120737/?ref_=ttls_li_tt,8.8,-2001,6421971c32839ec2cd26deb4,63
"Gandalf and Aragorn lead the World of Men against Sauron""""s army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.","[""Action"",""Fantasy"",""Drama""]","https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY209_CR0,0,140,209_AL_.jpg",The Lord of the Rings: The Return of the King,https://www.imdb.com/title/tt0167260/?ref_=ttls_li_tt,9,-2003,6421971c32839ec2cd26deb5,64
"Set in a high fantasy world where magic exists, but only some can access it, a woman named Moiraine crosses paths with five young men and women. This sparks a dangerous, world-spanning journey. Based on the book series by Robert Jordan.","[""Action"",""Fantasy"",""Drama""]","https://m.media-amazon.com/images/M/MV5BYzA2Nzk5M2EtNWY4Yi00ZDY4LThkZTgtYjhhNWEyMGY0MjFjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",The Wheel of Time,https://www.imdb.com/title/tt7462410/?ref_=ttls_li_tt,7.1,-2021,6421971c32839ec2cd26deb6,65
"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron""s new ally, Saruman, and his hordes of Isengard.","[""Action"",""Fantasy"",""Drama""]","https://m.media-amazon.com/images/M/MV5BZGMxZTdjZmYtMmE2Ni00ZTdkLWI5NTgtNjlmMjBiNzU2MmI5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX140_CR0,0,140,209_AL_.jpg",The Lord of the Rings: The Two Towers,https://www.imdb.com/title/tt0167261/?ref_=ttls_li_tt,8.8,-2002,6421971c32839ec2cd26deb7,66
A young farmer is chosen to undertake a perilous journey in order to protect a special baby from an evil queen.,"[""Action"",""Fantasy"",""Drama""]","https://m.media-amazon.com/images/M/MV5BZWIyMTA2M2ItOGI5MC00OTY0LWFmZTItN2NkOWQ0MGQ5NDkyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Willow,https://www.imdb.com/title/tt0096446/?ref_=ttls_li_tt,7.2,-1988,6421971c32839ec2cd26deb8,67
"Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister""s death was not a suicide, but something more.","[""Action"",""Fantasy"",""Horror""]","https://m.media-amazon.com/images/M/MV5BODZiMzAxNTctZjdiZC00OGY5LTg2NDAtNWJhNmQwZTcyMWQ2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg",Constantine,https://www.imdb.com/title/tt0360486/?ref_=ttls_li_tt,7,-2005,6421971c32839ec2cd26deb9,68
"After losing his parents, a priest travels to China, where he inherits a mysterious ability that allows him to turn into a dinosaur. At first horrified by this new power, a hooker convinces him to use it to fight crime. And ninjas.","[""Action"",""Horror"",""Comedy""]","https://m.media-amazon.com/images/M/MV5BZTJiZjFkNmYtNmU3My00MmE1LWI4YWEtNWFkZDJiOTgwMTNkXkEyXkFqcGdeQXVyMTg0MTI3Mg@@._V1_UY98_CR1,0,67,98_AL_.jpg",The VelociPastor,https://www.imdb.com/title/tt1843303/?ref_=adv_li_tt,5,-2018,6421971c32839ec2cd26deba,69
"Thomas is deposited in a community of boys after his memory is erased, soon learning they""re all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.","[""Action"",""Mystery"",""Sci-Fi""]","https://m.media-amazon.com/images/M/MV5BMjUyNTA3MTAyM15BMl5BanBnXkFtZTgwOTEyMTkyMjE@._V1_UY209_CR0,0,140,209_AL_.jpg",The Maze Runner,https://www.imdb.com/title/tt1790864/?ref_=ttls_li_tt,6.8,-2014,6421971c32839ec2cd26debb,70
"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.","[""Action"",""Mystery"",""Thriller""]","https://m.media-amazon.com/images/M/MV5BOTQyODc5MTAwM15BMl5BanBnXkFtZTgwNjMwMjA1MjE@._V1_UX140_CR0,0,140,209_AL_.jpg",The Guest,https://www.imdb.com/title/tt2980592/?ref_=ttls_li_tt,6.7,-2014,6421971c32839ec2cd26debc,71
"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.","[""Action"",""Sci-Fi""]","https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX140_CR0,0,140,209_AL_.jpg",The Matrix,https://www.imdb.com/title/tt0133093/?ref_=ttls_li_tt,8.7,-1999,6421971c32839ec2cd26debd,72
"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik""s vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.","[""Action"",""Sci-Fi""]","https://m.media-amazon.com/images/M/MV5BMTg5OTMxNzk4Nl5BMl5BanBnXkFtZTcwOTk1MjAwNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",X-Men: First Class,https://www.imdb.com/title/tt1270798/?ref_=ttls_li_tt,7.7,-2011,6421971c32839ec2cd26debe,73
"Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.","[""Action"",""Sci-Fi"",""Thriller""]","https://m.media-amazon.com/images/M/MV5BMzU3YWYwNTQtZTdiMC00NjY5LTlmMTMtZDFlYTEyODBjMTk5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Tenet,https://www.imdb.com/title/tt6723592/?ref_=ttls_li_tt,7.3,-2020,6421971c32839ec2cd26debf,74
"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.","[""Action"",""Sci-Fi"",""Thriller""]","https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Inception,https://www.imdb.com/title/tt1375666/?ref_=ttls_li_tt,8.8,-2010,6421971c32839ec2cd26dec0,75
A business commuter is pursued and terrorized by the malevolent driver of a massive tractor-trailer.,"[""Action"",""Thriller""]","https://m.media-amazon.com/images/M/MV5BNzRkNjE4NjQtZTQ2NC00YTg1LThiZTMtNmRhYmQzODBlMDc2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg",Duel,https://www.imdb.com/title/tt0067023/?ref_=ttls_li_tt,7.6,-1971,6421971c32839ec2cd26dec1,76
"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.","[""Action"",""Comedy"",""Thriller""]","https://m.media-amazon.com/images/M/MV5BYzg5YmUyNGMtMThiNS00MjA2LTgwZDctNDlhM2RkZDNmZmRkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY209_CR0,0,140,209_AL_.jpg",True Lies,https://www.imdb.com/title/tt0111503/?ref_=ttls_li_tt,7.3,-1994,6421971c32839ec2cd26dec2,77
"As students at the United States Navy""s elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.","[""Action"",""Romance"",""Drama""]","https://m.media-amazon.com/images/M/MV5BZjQxYTA3ODItNzgxMy00N2Y2LWJlZGMtMTRlM2JkZjI1ZDhhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Top Gun,https://www.imdb.com/title/tt0092099/?ref_=ttls_li_tt,6.9,-1986,6421971c32839ec2cd26dec3,78
"Spurred by divine voices and visions, fifteenth century teen Joan d""Arc leads French forces against the English.","[""Adventure"",""Biography"",""Drama""]","https://m.media-amazon.com/images/M/MV5BMTMzZWY3ZTUtODg4OS00N2U1LTgzNDQtZDVlYWQ3YjA0NDU1XkEyXkFqcGdeQXVyMTAwMzUyMzUy._V1_UX140_CR0,0,140,209_AL_.jpg",Joan of Arc,https://www.imdb.com/title/tt0178145/?ref_=ttls_li_tt,6.6,-1999,6421971c32839ec2cd26dec4,79
"A bedridden boy""s grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.","[""Adventure"",""Comedy"",""Family""]","https://m.media-amazon.com/images/M/MV5BYzdiOTVjZmQtNjAyNy00YjA2LTk5ZTAtNmJkMGQ5N2RmNjUxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR1,0,140,209_AL_.jpg",The Princess Bride,https://www.imdb.com/title/tt0093779/?ref_=ttls_li_tt,8,-1987,6421971c32839ec2cd26dec5,80
"Finding a ghost named Ernest haunting their new home turns Kevin""s family into overnight social media sensations. But when Kevin and Ernest investigate the mystery of Ernest""s past, they become a target of the CIA.","[""Adventure"",""Comedy"",""Horror""]","https://m.media-amazon.com/images/M/MV5BODcxMDFkOTQtN2YzYS00YjkxLWFhMDUtMDc5ZmU4YmE4YWRmXkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_UX67_CR0,0,67,98_AL_.jpg",We Have a Ghost,https://www.imdb.com/title/tt7798604/?ref_=adv_li_tt,6.1,-2023,6421971c32839ec2cd26dec6,81
"A spoof of Robin Hood in general, and  (1991) in particular.","[""Adventure"",""Comedy"",""Musical""]","https://m.media-amazon.com/images/M/MV5BZGYyNmU2NmEtNGU1ZS00YjFkLWI0MWQtZjU2MmUxZDAyN2UxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR1,0,140,209_AL_.jpg",Robin Hood: Men in Tights,https://www.imdb.com/title/tt0107977/?ref_=ttls_li_tt,6.7,-1993,6421971c32839ec2cd26dec7,82
"A bedridden boy""s grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.","[""Adventure"",""Comedy"",""Romance""]","https://m.media-amazon.com/images/M/MV5BYzdiOTVjZmQtNjAyNy00YjA2LTk5ZTAtNmJkMGQ5N2RmNjUxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR1,0,140,209_AL_.jpg",The Princess Bride,https://www.imdb.com/title/tt0093779/?ref_=ttls_li_tt,8,-1987,6421971c32839ec2cd26dec8,83
"Two sisters diving in a ruined underwater city quickly learn they""""ve entered the territory of the deadliest shark species in the claustrophobic labyrinth of submerged caves.","[""Adventure"",""Drama"",""Horror""]","https://m.media-amazon.com/images/M/MV5BMDc1MmVjMDQtOGU3OS00OTJkLWJmOGQtNDMzMWRjNDAzY2Y2XkEyXkFqcGdeQXVyMTk5MzE1MTY@._V1_UX67_CR0,0,67,98_AL_.jpg",47 Meters Down: Uncaged,https://www.imdb.com/title/tt7329656/?ref_=adv_li_tt,5,-2019,6421971c32839ec2cd26dec9,84
"A team of explorers travel through a wormhole in space in an attempt to ensure humanity""""s survival.","[""Adventure"",""Drama"",""Sci-Fi""]","https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR0,0,140,209_AL_.jpg",Interstellar,https://www.imdb.com/title/tt0816692/?ref_=ttls_li_tt,8.6,-2014,6421971c32839ec2cd26deca,85
"A teenage girl and her father travel to a remote alien moon, aiming to strike it rich. They""ve secured a contract to harvest a large deposit of the elusive gems hidden in the depths of the moon""s toxic forest. But there are others roving the wilderness and the job quickly devolves into a fight to survive. Forced to contend not only with the forest""s other ruthless inhabitants, but with her own ...                ��","[""Adventure"",""Drama"",""Sci-Fi""]","https://m.media-amazon.com/images/M/MV5BNzc5MjkzZWEtMjBmZS00NDJlLWI3N2UtNzgwYmI4ZGM5ODM5XkEyXkFqcGdeQXVyOTMwNjQ3Nzg@._V1_UY209_CR0,0,140,209_AL_.jpg",Prospect,https://www.imdb.com/title/tt7946422/?ref_=ttls_li_tt,6.3,-2018,6421971c32839ec2cd26decb,86
"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.","[""Adventure"",""Drama"",""Sci-Fi""]","https://m.media-amazon.com/images/M/MV5BMTc2MTQ3MDA1Nl5BMl5BanBnXkFtZTgwODA3OTI4NjE@._V1_UY209_CR0,0,140,209_AL_.jpg",The Martian,https://www.imdb.com/title/tt3659388/?ref_=ttls_li_tt,8,-2015,6421971c32839ec2cd26decc,87
"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.","[""Adventure"",""Family"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BNmQ0ODBhMjUtNDRhOC00MGQzLTk5MTAtZDliODg5NmU5MjZhXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_UY209_CR1,0,140,209_AL_.jpg","Harry Potter and the Philosopher""""s Stone",https://www.imdb.com/title/tt0241527/?ref_=ttls_li_tt,7.6,-2001,6421971c32839ec2cd26decd,88
"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.","[""Adventure"",""Family"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",Harry Potter and the Goblet of Fire,https://www.imdb.com/title/tt0330373/?ref_=ttls_li_tt,7.7,-2005,6421971c32839ec2cd26dece,89
"Harry, Ron, and Hermione search for Voldemort""s remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.","[""Adventure"",""Family"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Harry Potter and the Deathly Hallows: Part 2,https://www.imdb.com/title/tt1201607/?ref_=ttls_li_tt,8.1,-2011,6421971c32839ec2cd26decf,90
"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.","[""Adventure"",""Family"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BMTY4NTIwODg0N15BMl5BanBnXkFtZTcwOTc0MjEzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Harry Potter and the Prisoner of Azkaban,https://www.imdb.com/title/tt0304141/?ref_=ttls_li_tt,7.9,-2004,6421971c32839ec2cd26ded0,91
"Gandalf and Aragorn lead the World of Men against Sauron""""s army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.","[""Adventure"",""Family"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY209_CR0,0,140,209_AL_.jpg",Harry Potter and the Chamber of Secrets,https://www.imdb.com/title/tt0167260/?ref_=ttls_li_tt,9,-2003,6421971c32839ec2cd26ded1,92
Professor Albus Dumbledore must assist Newt Scamander and his partners as Grindelwald begins to lead an army to eliminate all Muggles.,"[""Adventure"",""Family"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BZGQ1NjQyNDMtNzFlZS00ZGIzLTliMWUtNGJkMGMzNTBjNDg0XkEyXkFqcGdeQXVyMTE1NDI5MDQx._V1_UY209_CR0,0,140,209_AL_.jpg",Fantastic Beasts: The Secrets of Dumbledore,https://www.imdb.com/title/tt4123432/?ref_=ttls_li_tt,6.2,-2022,6421971c32839ec2cd26ded2,93
"As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.","[""Adventure"",""Family"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Harry Potter and the Deathly Hallows: Part 1,https://www.imdb.com/title/tt0926084/?ref_=ttls_li_tt,7.7,-2010,6421971c32839ec2cd26ded3,94
"A selfish Prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.","[""Adventure"",""Family"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BMTUwNjUxMTM4NV5BMl5BanBnXkFtZTgwODExMDQzMTI@._V1_UY209_CR0,0,140,209_AL_.jpg",Beauty and the Beast,https://www.imdb.com/title/tt2771200/?ref_=ttls_li_tt,7.1,-2017,6421971c32839ec2cd26ded4,95
"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he""ll retrieve a fallen star by venturing into the magical realm.","[""Adventure"",""Family"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Stardust,https://www.imdb.com/title/tt0486655/?ref_=ttls_li_tt,7.6,-2007,6421971c32839ec2cd26ded5,96
Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.,"[""Adventure"",""Family"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BMTc0NTUwMTU5OV5BMl5BanBnXkFtZTcwNjAwNzQzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",https://www.imdb.com/title/tt0363771/?ref_=ttls_li_tt,6.9,-2005,6421971c32839ec2cd26ded6,97
"The adventures of writer Newt Scamander in New York""""s secret community of witches and wizards seventy years before Harry Potter reads his book in school.","[""Adventure"",""Family"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BMjMxOTM1OTI4MV5BMl5BanBnXkFtZTgwODE5OTYxMDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Fantastic Beasts and Where to Find Them,https://www.imdb.com/title/tt3183660/?ref_=ttls_li_tt,7.2,-2016,6421971c32839ec2cd26ded7,98
"The second installment of the ""Fantastic Beasts"" series featuring the adventures of Magizoologist Newt Scamander.","[""Adventure"",""Family"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BYWVlMDI5N2UtZTIyMC00NjZkLWI5Y2QtODM5NGE5MzA0NmVjXkEyXkFqcGdeQXVyNzU3NjUxMzE@._V1_UY209_CR0,0,140,209_AL_.jpg",Fantastic Beasts: The Crimes of Grindelwald,https://www.imdb.com/title/tt4123430/?ref_=ttls_li_tt,6.5,-2018,6421971c32839ec2cd26ded8,99
"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others"" wishes.","[""Adventure"",""Family"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_UY209_CR0,0,140,209_AL_.jpg",The Wizard of Oz,https://www.imdb.com/title/tt0032138/?ref_=ttls_li_tt,8.1,-1939,6421971c32839ec2cd26ded9,100
Sixteen-year-old Sarah is given thirteen hours to solve a labyrinth and rescue her baby brother Toby when her wish for him to be taken away is granted by the Goblin King Jareth.,"[""Adventure"",""Family"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BMjM2MDE4OTQwOV5BMl5BanBnXkFtZTgwNjgxMTg2NzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Labyrinth,https://www.imdb.com/title/tt0091369/?ref_=ttls_li_tt,7.3,-1986,6421971c32839ec2cd26deda,101
"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he""ll retrieve a fallen star by venturing into the magical realm.","[""Adventure"",""Family"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Stardust,https://www.imdb.com/title/tt0486655/?ref_=ttls_li_tt,7.6,-2007,6421971c32839ec2cd26dedb,102
Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,"[""Adventure"",""Fantasy""]","https://m.media-amazon.com/images/M/MV5BMTYzNDE3OTQ3MF5BMl5BanBnXkFtZTgwODczMTg4MjE@._V1_UY209_CR0,0,140,209_AL_.jpg",The Hobbit: The Battle of the Five Armies,https://www.imdb.com/title/tt2310332/?ref_=ttls_li_tt,7.4,-2014,6421971c32839ec2cd26dedc,103
